,Movie title,Released Year,ImDb Rating
7451,Kudrat Ka Kanoon,(1987),5.1
7452,Vansh,(1992),6.1
7453,The Rats of Tobruk,(1944),5.4
7454,Flash Gordon's Trip to Mars,(1938),7
7455,Gemini,(2002),6.2
7456,Rabb Ne Banaiyan Jodiean,(2006),7.5
7457,Arcadia of My Youth,(1982),7.1
7458,Elaan,(1971),5.8
7459,Knock Out,(2010),6.1
7460,Kickboxing Academy,(1997),2.3
7461,Le Guignolo,(1980),5.9
7462,Fireball,(2009),5
7463,Kadhal Sadugudu,(2003),5.5
7464,The Key,(2022),5.6
7465,Alluri Seetharama Raju,(1974),7.8
7466,El Condor,(1970),6
7467,Kuttram 23,(2017),7.3
7468,The Legend Is Born: Ip Man,(2010),7
7469,Arya,(2004),7.8
7470,Saheb Biwi Aur Gangster,(2011),7.1
7471,Khadgam,(2002),7.7
7472,Gentleman,(1993),7.8
7473,Akhil,(2015),3.7
7474,The Legend of Baron To'a,(2020),6.3
7475,City Beneath the Sea,(1953),5.5
7476,Dick Figures: The Movie,(2013),6.6
7477,Cheerleader Ninjas,(2002),2.8
7478,Slammed,(2004),3.8
7479,The Super Cops,(1974),6.6
7480,Manila Boy,(1993),6.7
7481,Buccaneer's Girl,(1950),6.1
7482,Warriors of the Nation,(2018),6.3
7483,The Wilderness Road,(2021),7
7484,The Legend of Johnny Lingo,(2003),6.1
7485,The Mini-Skirt Mob,(1968),4.6
7486,Traxx,(1988),5.3
7487,Battle Force,(2012),3.1
7488,Urumi: The Warriors Who Wanted to Kill Vasco Da Gama,(2011),7
7489,Savulun Battal Gazi Geliyor,(1973),6.2
7490,Shark Island,(2021),4.7
7491,Greyhound Attack,(2019),1.2
7492,Jaani Dushman,(1979),6.1
7493,Tik Tik Tik,(2018),5.8
7494,Jai Ho,(2014),5
7495,The Driver,(2019),3.6
7496,Hero,(V) (2015),3.5
7497,Ranga,(2022),5.9
7498,Fearless Kungfu King,(2020),6.8
7499,The Throwaways,(2015),4.5
7500,PremGranth,(1996),5
7501,Jackie Chan Presents: Amnesia,(2015),4.1
7502,The Pastor,(2016),6.3
7503,The Star,(2002),7
7504,Aaradhu Sinam,(2016),6.9
7505,The Garden of Sinners: A Study in Murder - Part 1,(2007),7.1
7506,Arctic Blue,(1993),5.1
7507,Crime Killer,(1987),6.2
7508,Straight Into Darkness,(2004),5
7509,Slattery's Hurricane,(1949),6.4
7510,Vicky the Viking,(2009),5.6
7511,Bullshot Crummond,(1983),5.9
7512,Ryoma! The Prince of Tennis,(2021),5.9
7513,Who's Guilty?,(1945),6.7
7514,Souls at Sea,(1937),6.8
7515,I Want To,(1979),6.4
7516,"Live Like a Cop, Die Like a Man",(1976),6.5
7517,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,(2019),6.4
7518,Argo,(2004),7
7519,Qaidi,(1984),6.1
7520,Kick Ass Girls,(2013),3.9
7521,Toofan Singh,(2017),6.9
7522,The Patrol,(2013),4.3
7523,The Lotus,(2015),3.5
7524,Hameshaa,(1997),5
7525,Extraction,(II) (2013),4.7
7526,The Nest,(2002),6.7
7527,Teenage Bonnie and Klepto Clyde,(1993),5.6
7528,The Kyoto Connection,(1973),4.7
7529,Brotherhood of Blades 2,(2017),6.6
7530,Full English Breakfast,(2014),2.6
7531,Viking Blood,(2019),3.5
7532,Accidents,(1989),4.6
7533,K-13,(2019),6
7534,Yevanda,(2013),6.1
7535,Midnight Sex Run,(2015),1.6
7536,Descent Into Darkness,(2002),3.4
7537,Ankush,(1986),7.6
7538,Initial D: Third Stage,(2001),7.6
7539,7 Days War,(2019),6.1
7540,Blood of Redemption,(2013),4.4
7541,Weekend Warriors,(1986),4.3
7542,Elite,(2017),4.5
7543,Yoddha the Warrior,(2014),3.9
7544,Balwaan,(1992),4.4
7545,The Train,(1970),6.2
7546,Imtihaan,(1994),5.4
7547,Elimination Game,(2014),3.6
7548,Direct Contact,(2009),4.2
7549,Los hipócritas,(2019),6.2
7550,Hot Ticket,(1995),3.8
7551,The Storm,(2009),6.1
7552,10 Endrathukulla,(2015),5.2
7553,Asteroid-a-Geddon,(2020),2.4
7554,Prince,(2010),4.4
7555,Gangster Gangaraju,(2022),5.6
7556,The Testament of Sister New Devil: Departures,(2018),6.8
7557,Man on the Edge,(2022),5.1
7558,Ip Man: The Final Fight,(2013),6.1
7559,Singham,(2019),4.1
7560,Friendship,(1980),6.4
7561,Troy the Odyssey,(2017),2.6
7562,Kiss the Girls and Make Them Die,(1966),6
7563,Five Golden Dragons,(1967),4.9
7564,I am not a terrorist,(2021),9.6
7565,Krampus: The Devil Returns,(2016),1.6
7566,Heart and Yummie,(2010),7.3
7567,Sagardwipey Jawker Dhan,(2017),5.2
7568,Black and White,(II) (1999),5.1
7569,High Adventure,(2001),3.2
7570,Escape from Zahrain,(1962),6
7571,Skid Marks,(2007),3.2
7572,Sultanat,(1986),6.2
7573,Golden Needles,(1974),5.1
7574,Challenge of the Masters,(1976),6.6
7575,Crawlspace,(II) (2012),4.8
7576,Private Eye Vares,(2004),6.3
7577,False Flag,(2018),3.2
7578,Rebellion,(2011),6.9
7579,"Help, I Shrunk My Parents",(2018),4.9
7580,Unbeatable,(2013),7.2
7581,The Black Knight Returns,(2009),1.6
7582,Stark Raving Mad,(2002),6.2
7583,Sming,(2014),4.5
7584,Infra-Man,(1975),6.2
7585,Gunfighter's Moon,(1995),6.4
7586,Happy Birthday,(I) (2022),6.9
7587,Scavenger,(2019),5.3
7588,The Climb,(2002),5.7
7589,Geetaa Mera Naam,(1974),7.1
7590,Clubbed,(2008),6.8
7591,Pitcher and the Pin-Up,(2003),5.5
7592,The Third Wave,(2003),6.3
7593,Behind the Line: Escape to Dunkirk,(2020),4.7
7594,Abar,(1977),4.1
7595,Gajakesari,(2014),6.5
7596,Ghost Machine,(2009),4.7
7597,Blue,(I) (2009),3.7
7598,Irumbu Thirai,(2018),7.6
7599,Bloodmoon,(1997),5.8
7600,Khalnayak,(1993),7.1
7601,KL Special Force,(2018),6.1
7602,Love on Delivery,(1994),6.8
7603,Pakners,(2003),7.3
7604,Thieves of Fortune,(1990),4.6
7605,Walter,(I) (2020),3.6
7606,The Last Fiction,(2018),6.8
7607,Khuddar,(1994),5.3
7608,Izzat,(2005),6.3
7609,Attack to Kill,(1975),5.4
7610,Reptile 2001,(1999),2.6
7611,Bearry,(2021),3.5
7612,Salim,(2014),6.7
7613,Shatter,(1974),5
7614,The Roller Blade Seven,(1991),2.1
7615,Night of 7 Years,(2018),5.8
7616,Phantom Detective,(2016),6.3
7617,Chakravarthy,(2017),6.3
7618,Red Pirate,(1997),6.8
7619,Colt 45,(2014),5.8
7620,Pratiggya,(1975),7.5
7621,The Sovereign's Servant,(2007),5.9
7622,Another World,(I) (2014),4.4
7623,Gunga Jumna,(1961),7.3
7624,The Unknown,(1946),6
7625,Death and Glory in Changde,(2010),5.9
7626,Palasa 1978,(2020),7.3
7627,Yeshwant,(1997),7.2
7628,Carter & June,(2017),4.5
7629,Mercury Plains,(2016),4.3
7630,Merah Putih Memanggil,(2017),7.1
7631,Jil,(2015),5.5
7632,A Good Night to Die,(2003),4.6
7633,Loaded Guns,(1975),4.7
7634,GADAR 2,(2018),6.7
7635,Saamy Square,(2018),4.5
7636,Hitler,(1988),5.7
7637,Young and Dangerous 2,(1996),6.7
7638,Superman,(1987),3.7
7639,Redline,(1997),4.7
7640,Vaanam,(2011),7.3
7641,Cy Warrior,(1989),3.6
7642,Against the Law,(1997),4.2
7643,Maradona,(2018),6.3
7644,Attraction to Paris,(2021),3.5
7645,Bad Blood,(1994),4.6
7646,Dynamite Warrior,(2006),5.1
7647,Instinct to Kill,(2001),4.6
7648,P.O.W. the Escape,(1986),4.9
7649,Righteous Blood,(2021),3.8
7650,The Philly Kid,(2012),5.6
7651,Queen of the Trap House 2: Taking the Throne,(2022),2.5
7652,Pistol Opera,(2001),6.3
7653,Maanagara Kaaval,(1991),7.3
7654,The Killer Meteors,(1976),4.8
7655,The Deal,(II) (2007),4.5
7656,Uppi 2,(2015),7.8
7657,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura",(2008),7
7658,Janatha Garage,(2016),7.2
7659,The Great War of Archimedes,(2019),6.6
7660,Check,(2021),6.4
7661,Villain,(2017),6.1
7662,Jackpot,(2011),6.6
7663,Instruments of Darkness,(2014),6.5
7664,Dominion,(2015),3.5
7665,The Story of Dr. Wassell,(1944),6.7
7666,Maharana Pratap: The First Freedom Fighter,(2012),4.2
7667,Traffickers,(2012),6.3
7668,Street,(I) (2015),4.6
7669,King of Crime,(2018),4.9
7670,Warriors of the Rainbow: Seediq Bale II,(2011),7.6
7671,Once Upon a Time in China V,(1994),5.9
7672,Maharaja Gemunu,(2015),8
7673,The Kill Hole,(2012),4.3
7674,Above and Beyond,(1952),6.9
7675,Quick,(1993),5.1
7676,Terminus,(1987),3.3
7677,Mountain Patrol,(2004),7.6
7678,Schutzengel,(2012),5.7
7679,The Annihilators,(1985),5
7680,Cyberjack,(1995),4.1
7681,Ricco,(1973),6.2
7682,The 2nd Best Secret Agent in the Whole Wide World,(1965),5.8
7683,To Kill with Intrigue,(1977),5.2
7684,Scarfies,(1999),6.4
7685,"Tom, Dick, and Harry",(2006),3.2
7686,Mudda 370 J&K,(2019),8.6
7687,Kung-Fu Master,(2010),5.5
7688,Runaway Nightmare,(1982),4.7
7689,Carnosaur 3: Primal Species,(1996),3.1
7690,Bangkok Dangerous,(2000),6.5
7691,Deewane Huye Paagal,(2005),5.4
7692,Transference,(2020),5.1
7693,Sarkar 3,(2017),4.9
7694,Haunted - 3D,(2011),6.2
7695,Mad Mission,(1982),6.6
7696,Skybound,(2017),4.6
7697,Dragon Fight,(1989),5.9
7698,The Eavesdropper,(2016),6.2
7699,Raja Bheema,(2022),7.3
7700,John Jani Janardhan,(1984),6.5
7701,Narasimha,(2001),6.2
7702,My Quick Way Out,(2006),6.3
7703,Hennessy,(1975),6.1
7704,The Woman and the Gun,(2019),5.9
7705,Rokto,(2016),5.9
7706,Spark 1.0,(2022),8.2
7707,The Saint of Gamblers,(1995),5
7708,Grease Gun Gang,(1992),7.9
7709,Barooda,(2004),6.5
7710,Autobahnraser,(2004),4.7
7711,Warrior's End,(2009),7.6
7712,Silk Degrees,(1994),3.9
7713,Mayday,(II) (2019),3.6
7714,Jurassic Prey,(2015),1.7
7715,Irupathiyonnaam Noottaandu,(2019),3.1
7716,Magic Kingdom: Ang alamat ng Damortis,(1997),6.9
7717,Prison on Fire,(1987),7.3
7718,Jendral Soedirman,(2015),7.7
7719,My Tutor Friend,(2003),6.6
7720,Bandhan,(1998),4.8
7721,A Man Called Magnum,(1977),5.9
7722,"Adieu, Galaxy Express 999: Last Stop Andromeda",(1981),7.1
7723,Teraa Surroor,(2016),2.7
7724,Heaven and Earth,(1990),6.8
7725,Hurricane Smith,(1992),4.2
7726,Get Mean,(1975),4.5
7727,Nine Lives,(1957),7.2
7728,Night Ambush,(1957),6.5
7729,Ultimate Code,(2021),6
7730,The Spy: Undercover Operation,(2013),6.2
7731,Amityville Island,(2020),1.8
7732,Jung,(2000),4.2
7733,Open Road,(2013),5.3
7734,Street Crimes,(1992),4.8
7735,Krantiveer,(1994),7.4
7736,Zombies of Mora Tau,(1957),5.1
7737,Singh Is Bliing,(2015),5
7738,Rendel: Dark Vengeance,(2017),4.6
7739,Shiva,(1989),8
7740,Dofus: Book 1 - Julith,(2015),7.5
7741,Ninja Operation 6: Champion on Fire,(1987),5.2
7742,Doraemon the Movie: Nobita's Little Star Wars 2021,(2022),6.6
7743,Bai Ji Kuttange,(2022),8.4
7744,Arisaka,(2021),5.5
7745,Roop Ki Rani Choron Ka Raja,(1993),4.8
7746,Nibunan,(2017),6.5
7747,Raging Phoenix,(2009),6
7748,Hit List,(1989),5.6
7749,Never Say Die,(1988),5.4
7750,Omega Syndrome,(1986),4.3
7751,69 Parts,(2022),7.8
7752,Northwest,(2013),6.8
7753,SuperSeven Calling Cairo,(1965),5.1
7754,Di Renjie - Red Eyes,(2021),6.6
7755,Revelation Road 2: The Sea of Glass and Fire,(2013),4.8
7756,Von Richthofen and Brown,(1971),6
7757,Sword in the Desert,(1949),6.6
7758,The Mildew from Planet Xonader,(2015),5.5
7759,Remains,(II) (2011),4.2
7760,Rangbaaz,(2013),4.3
7761,Pandaga Chesko,(2015),5.4
7762,Haterz,(2022),7.1
7763,The Master Strikes,(1980),6.8
7764,The Lost Viking,(2018),3.9
7765,Compadres,(2016),4.8
7766,The Debt Collector,(1999),6.5
7767,Code Red,(2013),4.1
7768,The Brooklyn Banker,(2016),6.1
7769,Treasure of the Yankee Zephyr,(1981),5.6
7770,Amar Akbar Anthony,(2018),4.1
7771,New Kung Fu Cult Master 2,(2022),5.2
7772,The Great Kidnapping,(1973),6.6
7773,Patthar Aur Payal,(1974),6.8
7774,Amma Nanna O Tamila Ammayi,(2003),7.4
7775,Gallipoli: End of the Road,(2013),7.1
7776,Street of No Return,(1989),5.6
7777,Balu,(2005),6
7778,Dark Web,(2016),3.3
7779,Hitman's Run,(1999),4.2
7780,7 from Etheria,(2017),4.9
7781,The Manhunt,(1984),4.9
7782,Never Surrender,(2009),2.6
7783,Theal,(2022),3.6
7784,Armageddon Tales,(2021),3.4
7785,Captain Barbell,(1973),7.1
7786,Fight Club: Members Only,(2006),3.5
7787,Aambala,(2015),4.5
7788,Bad Black,(2016),7.3
7789,Half a Chance,(1998),5.8
7790,Bal-Can-Can,(2005),7.6
7791,Way of the Vampire,(2005),2
7792,A Common Man,(2013),4.5
7793,Last Seen in Idaho,(2018),5.1
7794,Knockout,(I) (2000),4.1
7795,City Hunter: Shinjuku Private Eyes,(2019),6.4
7796,Winx Club: The Mystery of the Abyss,(2014),5.7
7797,Rape! 13th Hour,(1977),5.8
7798,Eye for an Eye,(2019),3.9
7799,Guru,(2016),5.7
7800,Operation Corned Beef,(1991),6.1
7801,Hell River,(1974),5.5
7802,Attagasam,(2004),6.2
7803,Nightmare Detective,(2006),6.1
7804,Idyll,(2015),5.1
7805,Stunt Rock,(1978),5.4
7806,Tragic Hero,(1987),6.3
7807,Royal Tramp,(1992),7.1
7808,Skull Forest,(2012),2.9
7809,Mission: Killfast,(1991),3.4
7810,Tarzan and the Leopard Woman,(1946),6.1
7811,Naachiyaar,(2018),6.8
7812,Loafer,(1996),5.1
7813,High & Low: The Movie 3 - Final Mission,(2017),7.2
7814,The Warrior,(2001),7.2
7815,The Adventures of Hajji Baba,(1954),5.9
7816,A Living Dog,(2019),5.2
7817,The Last Train from Madrid,(1937),6.3
7818,Beyond the Call to Duty,(2016),1.7
7819,"Banned, Exploited & Blacklisted: The Underground Work of Controversial Filmmaker Shane Ryan",(2020),6.3
7820,Minnesota Clay,(1964),6
7821,Pathala Bhairavi,(1951),8.4
7822,Un hombre violento,(1984),7.5
7823,Roughshod,(1949),6.6
7824,Lost,(I) (2004),5.8
7825,Karam,(2005),5.7
7826,Ram Shastra,(1995),4.4
7827,Killpoint,(1984),4.2
7828,Zameen,(2003),5.4
7829,PSV Garuda Vega,(2017),7.7
7830,Hum Hain Kamaal Ke,(1993),5.6
7831,Fists of Legend,(2013),6.8
7832,The Rack Pack,(2018),4.8
7833,Residue,(I) (2017),5.4
7834,Sea Devils,(1953),5.6
7835,Rabhasa,(2014),4.8
7836,Dead Weight,(2002),5.9
7837,Banatan,(1999),6.2
7838,Into the Rainbow,(I) (2017),6.5
7839,The Treasure,(2017),7
7840,Termination,(2019),2.6
7841,The Storm Warriors,(2009),5.2
7842,Leto 1941 goda,(2022),5.6
7843,Crazy Fist,(2021),4.3
7844,Snake Eater II: The Drug Buster,(1989),4.1
7845,The Journey,(II) (2021),7
7846,Ghayal,(1990),7.7
7847,The Attacks of 26/11,(2013),6.9
7848,To Strike,(2013),7.5
7849,The Last Sentinel,(2007),3.5
7850,The Scythian,(2018),6.2
7851,The Defender,(1994),6.4
7852,Thou Shalt Not Kill... Except,(1985),5.6
7853,Dr. Wai in the Scripture with No Words,(1996),5.7
7854,Rogue Assassin,(2012),5.2
7855,Kill Speed,(2010),3.8
7856,Over Drive,(2018),5.8
7857,Brass Target,(1978),5.9
7858,Excessive Force II: Force on Force,(1995),4.1
7859,Yaari Jatt Di,(1987),7.9
7860,Just Heroes,(1989),6.4
7861,Bilib ako sa'yo,(1999),7
7862,Pickup Alley,(1957),6.1
7863,Anatomy of Evil,(2015),6
7864,Krylya nad Berlinom,(2022),5.5
7865,Haker,(2002),3.9
7866,Crazy Famous,(2017),5
7867,Hollywood Cop,(1987),4.1
7868,Kids from Shaolin,(1984),6.2
7869,Small City,(2021),5
7870,Killing American Style,(1988),4.1
7871,Karate Man,(2022),6.7
7872,American Commandos,(1985),3.7
7873,Odiyan,(2018),5.3
7874,Baller Blockin',(2000),4.6
7875,Mind Games,(I) (2021),3
7876,Part-time Spy,(2017),5.4
7877,Interception,(I) (2009),2.7
7878,Kung Fu League,(2018),4.9
7879,The Searchers,(1993),4.7
7880,Pentathlon,(1994),4.3
7881,Divya Shakti,(1993),4.4
7882,The River Thief,(2016),5.2
7883,Seven Lost,(2021),8.2
7884,Future Hunters,(1988),4.2
7885,Outlaw,(1998),4
7886,Tejasvini,(1994),6.5
7887,Star Wars: Threads of Destiny,(2014),3.9
7888,Kasablanka,(2019),6.1
7889,Yarasa adam - Bedmen,(1973),3.5
7890,Wajood,(1998),6.9
7891,Crying Wolf 3D,(I) (2015),2.6
7892,Hit Team,(2015),6.6
7893,Milarepa,(2006),7
7894,Abstruse,(I) (2019),4
7895,Paap Ki Duniya,(1988),5
7896,Seven Nights in Japan,(1976),5.6
7897,Küçük Esnaf,(2016),5.6
7898,Honor Up,(2018),2.5
7899,Locked Down,(2010),4.2
7900,Sabik sa halik,(1995),6.6
7901,Aan: Men at Work,(2004),5.7
7902,Aamar Pratigya,(2008),8.2
7903,Evolver,(1995),5.4
7904,The Contractor,(2018),5.4
7905,Crossing Point,(2016),5.1
7906,Squadra antigangsters,(1979),5.4
7907,"Tarzan, the Ape Man",(1959),3.7
7908,Road to Hell,(2008),6.3
7909,Mojin: The Lost Legend,(2015),5.9
7910,Vaastav: The Reality,(1999),8
7911,Julayi,(2012),7.2
7912,Ram Lakhan,(1989),6.8
7913,Lost Treasure of Jesse James,(2020),3.1
7914,All for the Winner,(1990),6.8
7915,A Day in the Life,(II) (2009),5.1
7916,Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,(2015),7.5
7917,Taxi Blues,(2019),6.7
7918,Back Street Girls: Gokudols,(2019),5.6
7919,Contract Killers,(2008),4.5
7920,Palace Carnage,(1978),6.3
7921,Midnight Stallion,(2013),5.1
7922,Once Upon a Time in Shanghai,(2014),6.7
7923,The Heroic Ones,(1970),6.5
7924,The Dawn Patrol,(1930),7.1
7925,72 Hours: Martyr Who Never Died,(2019),5.3
7926,Abel Villarama: Armado,(1999),7.5
7927,Number 55,(2014),6.9
7928,Sleeping Beauty,(I) (2014),3.5
7929,The Last Tycoon,(2012),6.6
7930,Bleach the Movie 2: The Diamond Dust Rebellion,(2007),7
7931,Fuga scabrosamente pericolosa,(1981),5.7
7932,Automatic,(1995),5.2
7933,Dracula: The Impaler,(2013),3.3
7934,The Lost Strait,(2018),6.4
7935,Spitfire,(1995),4.7
7936,Karaoglan,(2013),3.5
7937,Cold Steel,(2011),6.4
7938,Dead Sound,(2018),4.1
7939,Slave Girl,(1947),5.2
7940,Weapons of Death,(1977),6.4
7941,Parole Violators,(1994),4.8
7942,Mission Galactica: The Cylon Attack,(1979),6.9
7943,Hong Kong 97,(1994),4.5
7944,BomBhaat,(2020),6
7945,Lakshmi,(2006),5.8
7946,Road to Kabul,(2011),7.5
7947,The Tsunami Warrior,(2008),5.6
7948,Sinbad: The Fifth Voyage,(2014),4.7
7949,Sandakozhi,(2005),6.9
7950,A Lonely Woman,(2018),2.7
7951,Narasimha,(1991),5.5
7952,Calcutta,(1946),6.4
7953,Santana,(2020),3.8
7954,A.P.E.X.,(1994),4.3
7955,The Accountant,(1999),7.4
7956,Enemy,(2021),6.6
7957,Two Timer,(2002),7.3
7958,Sridevi Soda Center,(2021),6.3
7959,Wolfhound,(2006),5.7
7960,Tezaab,(1988),6.9
7961,Journey to Saturn,(2008),5.7
7962,Karuppan,(2017),5.6
7963,Bounty Hunters,(2016),5.3
7964,Human Lanterns,(1982),6.5
7965,Volt,(2016),4.9
7966,China Seas,(1935),6.9
7967,Vaasna,(1968),6.3
7968,Minister Fatakesto,(2007),6.1
7969,Flight to Tangier,(1953),5.3
7970,Shaitaan,(1974),5.4
7971,Guardian,(2001),3.9
7972,Warriors of Heaven and Earth,(2003),6.3
7973,Angel of Vengeance,(1987),3.5
7974,Back to You in the Days,(2005),4.4
7975,Big Bad John,(1990),5.6
7976,The Devil-Ship Pirates,(1964),6
7977,Commando Squad,(1987),4.1
7978,The Three Musketeers,(1921),6.9
7979,Shadow: Dead Riot,(2006),4
7980,Naaraaz,(1994),4.5
7981,Black Samson,(1974),6
7982,"Fight, Zatoichi, Fight",(1964),7.4
7983,Man of Violence,(1970),5.2
7984,Suraj,(1966),6.7
7985,Lone Wolf and Cub: Baby Cart in the Land of Demons,(1973),7.5
7986,Veerapandiyapuram,(2022),5.3
7987,The Return of the God of Gamblers,(1994),6.7
7988,The Bounty Huntress,(2001),3.7
7989,The Master Touch,(1972),5.9
7990,Pistolero del diablo,(1974),5.1
7991,Baap Numbri Beta Dus Numbri,(1990),6.1
7992,The Sensei,(2008),6.5
7993,Cemetery High,(1988),2.9
7994,Golmaal,(2008),6
7995,Kara Murat: Fatih'in Fedaisi,(1972),6.1
7996,Mon Mane Na,(2008),4.7
7997,The Lively Set,(1964),5.8
7998,Jurassic Galaxy,(2018),2.4
7999,Vel,(2007),6.2
8000,Hostage,(1992),4.8
8001,Knock Outs,(1992),5.7
8002,The Final Comedown,(1972),5.8
8003,Seeru,(2020),5.4
8004,Bulund,(1993),4.8
8005,Chinaman's Chance: America's Other Slaves,(2008),6.1
8006,Choke Canyon,(1986),5.3
8007,The Trough,(2018),4.6
8008,King of Chinatown,(1939),6.2
8009,Life Without Hope,(2020),8.3
8010,Welcome to Acapulco,(2019),4.1
8011,Warriors of Virtue 2: Return to Tao,(2002),3.6
8012,Shut Up and Kiss Me!,(2004),4.4
8013,Pachaikili Muthucharam,(2007),6.2
8014,August 8,(2012),5.6
8015,Deep Dark Canyon,(2013),4.9
8016,Dangerous Game,(2017),4.1
8017,Happy Times,(2019),5.8
8018,Ten Seconds to Hell,(1959),6.5
8019,Quiet Cool,(1986),5.6
8020,Eseng ng Tondo,(1997),6.2
8021,ID2: Shadwell Army,(2016),4.5
8022,Kill Order,(2017),4.1
8023,Raja Hindustani,(1996),6
8024,Detective Dee: The Four Heavenly Kings,(2018),6.3
8025,The Last Run,(1971),6.4
8026,Raja Vikramarka,(2021),6.8
8027,Arya 2,(2009),7.4
8028,Kadaram Kondan,(2019),5.6
8029,Chain Gang Women,(1971),3.9
8030,Monolith,(1993),4.5
8031,Zero Woman: Red Handcuffs,(1974),6.6
8032,Paisa Vasool,(2017),4.3
8033,Strong Hawk: My Sister's Keeper,(2022),9.4
8034,Anton,(2008),4.5
8035,Kammath & Kammath,(2013),3.7
8036,Outlaw Blues,(1977),6
8037,The Saratov Approach,(2013),5.4
8038,Ring of Steel,(1994),4.9
8039,"Man, Pride & Vengeance",(1967),6
8040,The Touch,(2002),4.6
8041,Mission Milano,(2016),3.9
8042,You'll Never Be Alone,(2016),6
8043,Panic Room,(2016),5.5
8044,Starforce,(2000),4.4
8045,The Real Target,(2017),5.9
8046,I Escaped from Devil's Island,(1973),5.3
8047,Slaughter's Big Rip-Off,(1973),5.9
8048,Gunfight at Silver Creek,(2020),3.8
8049,The Perfect Sleep,(2009),4.4
8050,13rd Sister,(2019),7
8051,Chacha Bhatija,(1977),6
8052,Pathfinders: In the Company of Strangers,(2011),3.4
8053,The Other Side,(I) (2006),5.1
8054,Inteha,(2003),5.3
8055,Fighting Madam,(1987),6.5
8056,Lupin the Third: The Gravestone of Daisuke Jigen,(2014),7.2
8057,Moving Target,(1995),4.2
8058,Helios,(2015),5.5
8059,Angaar,(1992),6.6
8060,Shanghai Joe,(1973),5.7
8061,Maaveeran,(1986),5.9
8062,Opposing Force,(1986),5.2
8063,RX 100,(2018),6.9
8064,Ghilli,(2004),8.1
8065,Thalaivaa,(2013),6.2
8066,Satte Pe Satta,(1982),7.2
8067,Ken Arok - Ken Dedes,(1983),7.4
8068,The Savant,(2019),4.1
8069,Thakshak,(1999),6.1
8070,2Eleven,(2015),5.6
8071,Revenge Girl,(2017),5.3
8072,Shaolin Mantis,(1978),6.7
8073,Krai Thong,(2001),4.5
8074,The Savage Seven,(1968),5.4
8075,The Python,(2021),7.2
8076,Man with a Gun,(1995),4.8
8077,Shark in Venice,(2008),2.5
8078,Dora,(2017),5.3
8079,Collision Course,(2012),3.4
8080,Kidnap,(2008),4.6
8081,Sangharsh,(2018),7.6
8082,Any Gun Can Play,(1967),5.9
8083,The Maker,(1997),5.5
8084,Beast Stalker,(2008),6.8
8085,Manila Kingpin: The Asiong Salonga Story,(2011),6.4
8086,Bare Knuckle Brawler,(2019),4.2
8087,Rage of Honor,(1987),5.4
8088,Ranam,(2018),6.4
8089,Android Cop,(2014),3.3
8090,Vexille,(2007),6.8
8091,Tripwire,(1989),5
8092,South32,(2016),4.8
8093,Eena Meena Deeka,(1994),4.5
8094,Killing Machine,(1984),5
8095,The Five,(1995),6.7
8096,Mahira,(2019),5.8
8097,Let's Sin,(2014),7.8
8098,Shekar,(2022),8.5
8099,Richard The Lionheart,(2013),2.3
8100,Agni Natchathiram,(1988),7.7
8101,Takkar,(1995),4.6
8102,Deserter's Gold,(1998),4.8
8103,Raag Desh,(2017),8.2
8104,The Division,(2020),6.2
8105,Bhale Manchi Roju,(2015),6.8
8106,Sullan,(2004),3.1
8107,Street Angels,(1996),5.5
8108,The Alternate,(2000),3
8109,The Violence Action,(2022),5.4
8110,Platform,(1993),3.9
8111,Shadowless Sword,(2005),6.4
8112,Karate,(1983),6.2
8113,The Watchers: Revelation,(2013),5.5
8114,Hell's Bloody Devils,(1970),4
8115,The Princess and the Pilot,(2011),7
8116,The Neighborhood,(II) (2016),7.6
8117,Turn the Other Cheek,(1974),6.3
8118,Seetimaarr,(2021),5.1
8119,Gumrah,(1993),6.1
8120,The Hidden Fox,(2022),7.5
8121,Tridev,(1989),6.5
8122,Insan,(2005),4.6
8123,Dirty Cops L.A.,(2021),8.5
8124,A Day of Judgment,(1981),4
8125,One Tough Cop,(1998),5.1
8126,Only Fools Rush In,(2022),5.6
8127,Atone,(2019),3.2
8128,The Bad Pack,(1997),4.2
8129,Night of the Living Dead 3D: Re-Animation,(2012),3
8130,Alligator Alley,(2013),3.6
8131,Ladaai,(1989),6.5
8132,Legendary Weapons of China,(1982),6.9
8133,Draupathi,(2020),3.8
8134,Looking for Jackie,(2009),3.9
8135,Pataas,(2015),6.5
8136,Infected,(II) (2013),2.7
8137,Bangkok Adrenaline,(2009),4.7
8138,A Better Tomorrow,(2010),5.7
8139,"Largado, ibabalik kita sa pinanggalingan mo!",(1999),8.5
8140,Space Amoeba,(1970),5.3
8141,Secret Honeymoon: Rape Train,(1977),4.6
8142,Let's Bring Our Heroes Home,(2004),6
8143,Double Jeopardy,(1955),6.2
8144,Kalicharan,(1976),6.8
8145,Gamera vs. Zigra,(1971),3.5
8146,Hiroshima Death Match,(1973),7.5
8147,Haqeeqat,(1995),4.6
8148,Death Match,(1994),4.5
8149,Ultraviolet,(1992),5
8150,Switch,(2013),2.1
8151,Maverick: Manhunt Brazil,(2016),4.2
8152,Muna,(2019),7.4
